player_id,name,position,nationality,dob,age,market_value_eur,market_value,link,type,dob_age,position_main,position_alt,height_cm,foot,position_group,club,league,season,sofa_goals,sofa_yellowCards,sofa_redCards,sofa_groundDuelsWon,sofa_groundDuelsWonPercentage,sofa_aerialDuelsWon,sofa_aerialDuelsWonPercentage,sofa_successfulDribbles,sofa_successfulDribblesPercentage,sofa_tackles,sofa_assists,sofa_accuratePassesPercentage,sofa_totalDuelsWon,sofa_totalDuelsWonPercentage,sofa_minutesPlayed,sofa_wasFouled,sofa_fouls,sofa_dispossessed,sofa_appearances,sofa_saves,sofa_savedShotsFromInsideTheBox,sofa_savedShotsFromOutsideTheBox,sofa_goalsConcededInsideTheBox,sofa_goalsConcededOutsideTheBox,sofa_highClaims,sofa_successfulRunsOut,sofa_punches,sofa_runsOut,sofa_accurateFinalThirdPasses,sofa_bigChancesCreated,sofa_accuratePasses,sofa_keyPasses,sofa_accurateCrosses,sofa_accurateCrossesPercentage,sofa_accurateLongBalls,sofa_accurateLongBallsPercentage,sofa_interceptions,sofa_clearances,sofa_dribbledPast,sofa_bigChancesMissed,sofa_totalShots,sofa_shotsOnTarget,sofa_blockedShots,sofa_goalConversionPercentage,sofa_hitWoodwork,sofa_offsides,sofa_expectedGoals,sofa_errorLeadToGoal,sofa_errorLeadToShot,sofa_passToAssist,player_name,sofa_player_id,sofa_team_id,sofa_team_name,sofa_matched,source_file,log_market_value,minutes,sofa_goals_per90,sofa_assists_per90,sofa_expectedGoals_per90,sofa_totalShots_per90,sofa_shotsOnTarget_per90,sofa_keyPasses_per90,sofa_accurateFinalThirdPasses_per90,sofa_accuratePasses_per90,sofa_totalDuelsWon_per90,sofa_groundDuelsWon_per90,sofa_aerialDuelsWon_per90,sofa_successfulDribbles_per90,sofa_tackles_per90,sofa_interceptions_per90,sofa_clearances_per90,shot_conversion,assist_to_keypass,dribble_success,duel_consistency,age_sq,season_end_year,is_forward,is_midfielder,is_defender,is_goalkeeper
benoit_badiashile_463603,Benoît Badiashile,Back,France,2001-03-26,19,18000000,€18.00m,https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603,player,26/03/2001 (19),Back,"Defender, Centre",194,left,DF,AS Monaco,Ligue 1,2019/20,0,0,0,33,55,56,63.64,4,80,18,0,85.33,89,60.14,1413,12,19,3,16,0,0,0,21,2,0,0,0,0,71,0,797,2,0,0,57,51.82,27,55,6,0,10,3,2,0,0,0,\N,0,1,0,Benoît Badiashile,904827,1653,AS Monaco,1,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,16.705882371415992,1413,0,0,\N,0.6369426751592356,0.1910828025477707,0.12738853503184713,4.522292993630574,50.76433121019108,5.6687898089171975,2.1019108280254777,3.56687898089172,0.25477707006369427,1.1464968152866242,1.7197452229299364,3.5031847133757963,0,0,0.0449438202247191,15.7,361,2019,0,0,1,0
jonathan_panzo_392777,Jonathan Panzo,Back,England,2000-10-25,19,2700000,€2.70m,https://www.transfermarkt.com/jonathan-panzo/profil/spieler/392777,player,25/10/2000 (19),Back,"Defender, Centre",188,left,DF,AS Monaco,Ligue 1,2019/20,0,0,0,2,100,2,40,0,0,2,0,86.11,4,57.14,106,0,0,0,2,0,0,0,2,2,0,0,0,0,3,0,62,0,0,0,4,40,3,6,0,0,1,0,1,0,0,0,\N,0,0,0,Jonathan Panzo,867438,1653,AS Monaco,1,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,14.80876270134486,106,0,0,\N,0.8490566037735849,0,0,2.547169811320755,52.64150943396227,3.3962264150943398,1.6981132075471699,1.6981132075471699,0,1.6981132075471699,2.547169811320755,5.09433962264151,0,\N,0,1.1777777777777778,361,2019,0,0,1,0
jean_marcelin_475412,Jean Marcelin,Back,Madagascar,2000-02-12,20,6300000,€6.30m,https://www.transfermarkt.com/jean-marcelin/profil/spieler/475412,player,12/02/2000 (20),Back,"Defender, Centre",197,right,DF,AS Monaco,Ligue 1,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,15.656060350091908,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,400,2019,0,0,1,0
fode_ballo_toure_296422,Fodé Ballo-Touré,Back,Senegal,1997-01-03,23,6500000,€6.50m,https://www.transfermarkt.com/fode-ballo-toure/profil/spieler/296422,player,03/01/1997 (23),Back,"Defender, Left",182,left,DF,AS Monaco,Ligue 1,2019/20,0,4,0,80,59.7,16,57.14,24,64.86,36,0,82.41,96,59.26,1678,22,17,10,21,0,0,0,33,5,0,0,0,0,126,1,548,17,15,24.59,28,47.46,24,35,15,1,5,2,0,0,1,4,\N,0,0,0,Fodé Ballo-Touré,788170,1653,AS Monaco,1,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,15.687312888712007,1678,0,0,\N,0.26817640047675806,0.10727056019070322,0.9117997616209773,6.758045292014303,29.392133492252682,5.148986889153754,4.290822407628129,0.8581644815256257,1.2872467222884385,1.930870083432658,1.2872467222884385,1.8772348033373063,0,0,0.25,18.644444444444446,529,2019,0,0,1,0
benjamin_henrichs_202591,Benjamin Henrichs,Back,Germany,1997-02-23,23,12000000,€12.00m,https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,player,23/02/1997 (23),Back,"Defender, Right",185,right,DF,AS Monaco,Ligue 1,2019/20,0,3,0,54,54.55,8,53.33,8,57.14,26,0,84.06,62,54.39,895,21,13,8,13,0,0,0,16,3,0,0,0,0,78,1,385,6,3,17.65,19,51.35,14,11,19,1,10,1,3,0,0,0,\N,0,0,0,Benjamin Henrichs,319857,1653,AS Monaco,1,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,16.300417291085605,895,0,0,\N,1.005586592178771,0.1005586592178771,0.6033519553072626,7.843575418994414,38.71508379888268,6.23463687150838,5.430167597765363,0.8044692737430168,0.8044692737430168,2.6145251396648046,1.4078212290502794,1.106145251396648,0,0,0.12903225806451613,9.944444444444445,529,2019,0,0,1,0
jorge_345084,Jorge,Back,Brazil,1996-03-28,24,3200000,€3.20m,https://www.transfermarkt.com/jorge/profil/spieler/345084,player,28/03/1996 (24),Back,"Defender, Left",184,left,DF,AS Monaco,Ligue 1,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,14.978661680269907,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,576,2019,0,0,1,0
pierre_daniel_nguinda_342204,Pierre-Daniel Nguinda,Back,Cameroon,1996-06-18,24,300000,€300k,https://www.transfermarkt.com/pierre-daniel-nguinda/profil/spieler/342204,player,18/06/1996 (24),Back,"Defender, Right",178,right,DF,AS Monaco,Ligue 1,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,12.611541086966115,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,576,2019,0,0,1,0
guillermo_maripan_249730,Guillermo Maripán,Back,Chile,1994-05-06,26,11000000,€11.00m,https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730,player,06/05/1994 (26),Back,"Defender, Centre",193,right,DF,AS Monaco,Ligue 1,2019/20,2,2,0,48,60.76,40,56.34,2,50,42,0,88,88,58.67,1755,5,14,2,20,0,0,0,29,2,0,0,0,0,76,0,946,1,1,25,92,63.89,25,66,17,1,12,4,2,16.67,0,1,\N,0,2,0,Guillermo Maripán,339909,1653,AS Monaco,1,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,16.213405921671733,1755,0.10256410256410256,0,\N,0.6153846153846154,0.20512820512820512,0.05128205128205128,3.8974358974358974,48.51282051282051,4.512820512820513,2.4615384615384617,2.051282051282051,0.10256410256410256,2.1538461538461537,1.282051282051282,3.3846153846153846,0.16666666666666666,0,0.022727272727272728,19.5,676,2019,0,0,1,0
jemerson_258254,Jemerson,Back,Brazil,1992-08-24,27,4800000,€4.80m,https://www.transfermarkt.com/jemerson/profil/spieler/258254,player,24/08/1992 (27),Back,"Defender, Centre",184,right,DF,AS Monaco,Ligue 1,2019/20,0,2,1,38,52.78,12,48,2,100,28,0,84.35,50,51.55,1060,8,21,4,13,0,0,0,13,2,0,0,0,0,74,1,512,2,0,0,12,24,16,23,11,0,0,0,0,0,0,0,\N,0,0,0,Jemerson,328519,1653,AS Monaco,1,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,15.38412668421143,1060,0,0,\N,0,0,0.16981132075471697,6.283018867924528,43.471698113207545,4.245283018867925,3.2264150943396226,1.0188679245283019,0.16981132075471697,2.3773584905660377,1.3584905660377358,1.9528301886792452,\N,0,0.04,11.777777777777777,729,2019,0,0,1,0
ruben_aguilar_203746,Ruben Aguilar,Back,France,1993-04-26,27,6500000,€6.50m,https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746,player,26/04/1993 (27),Back,"Defender, Right",172,right,DF,AS Monaco,Ligue 1,2019/20,0,2,2,68,62.96,16,55.17,12,54.55,36,2,89.27,84,61.31,1070,20,10,11,19,0,0,0,13,3,0,0,0,0,134,3,549,18,16,25.4,12,37.5,11,20,9,0,6,2,0,0,0,0,\N,0,0,0,Ruben Aguilar,579576,1653,AS Monaco,1,data\processed\Clubs combined\french_ligue_1_2019-20_with_sofa.csv,15.687312888712007,1070,0,0.16822429906542055,\N,0.5046728971962616,0.16822429906542055,1.514018691588785,11.271028037383177,46.177570093457945,7.065420560747663,5.719626168224298,1.3457943925233644,1.0093457943925233,3.02803738317757,0.9252336448598131,1.6822429906542056,0,0.1111111111111111,0.14285714285714285,11.88888888888889,729,2019,0,0,1,0
