player_id,name,position,nationality,dob,age,market_value_eur,market_value,link,type,dob_age,position_main,position_alt,height_cm,foot,position_group,club,league,season,sofa_goals,sofa_yellowCards,sofa_redCards,sofa_groundDuelsWon,sofa_groundDuelsWonPercentage,sofa_aerialDuelsWon,sofa_aerialDuelsWonPercentage,sofa_successfulDribbles,sofa_successfulDribblesPercentage,sofa_tackles,sofa_assists,sofa_accuratePassesPercentage,sofa_totalDuelsWon,sofa_totalDuelsWonPercentage,sofa_minutesPlayed,sofa_wasFouled,sofa_fouls,sofa_dispossessed,sofa_appearances,sofa_saves,sofa_savedShotsFromInsideTheBox,sofa_savedShotsFromOutsideTheBox,sofa_goalsConcededInsideTheBox,sofa_goalsConcededOutsideTheBox,sofa_highClaims,sofa_successfulRunsOut,sofa_punches,sofa_runsOut,sofa_accurateFinalThirdPasses,sofa_bigChancesCreated,sofa_accuratePasses,sofa_keyPasses,sofa_accurateCrosses,sofa_accurateCrossesPercentage,sofa_accurateLongBalls,sofa_accurateLongBallsPercentage,sofa_interceptions,sofa_clearances,sofa_dribbledPast,sofa_bigChancesMissed,sofa_totalShots,sofa_shotsOnTarget,sofa_blockedShots,sofa_goalConversionPercentage,sofa_hitWoodwork,sofa_offsides,sofa_expectedGoals,sofa_errorLeadToGoal,sofa_errorLeadToShot,sofa_passToAssist,player_name,sofa_player_id,sofa_team_id,sofa_team_name,sofa_matched,source_file,log_market_value,minutes,sofa_goals_per90,sofa_assists_per90,sofa_expectedGoals_per90,sofa_totalShots_per90,sofa_shotsOnTarget_per90,sofa_keyPasses_per90,sofa_accurateFinalThirdPasses_per90,sofa_accuratePasses_per90,sofa_totalDuelsWon_per90,sofa_groundDuelsWon_per90,sofa_aerialDuelsWon_per90,sofa_successfulDribbles_per90,sofa_tackles_per90,sofa_interceptions_per90,sofa_clearances_per90,shot_conversion,assist_to_keypass,dribble_success,duel_consistency,age_sq,season_end_year,is_forward,is_midfielder,is_defender,is_goalkeeper
dani_vivian_524000,Dani Vivian,Back,Spain,1999-07-05,20,200000,€200k,https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,player,05/07/1999 (20),Back,"Defender, Centre",184,right,DF,Athletic Bilbao,LaLiga,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,12.206077645517674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,400,2019,0,0,1,0
jesus_areso_488626,Jesús Areso,Back,Spain,1999-07-02,20,200000,€200k,https://www.transfermarkt.com/jesus-areso/profil/spieler/488626,player,02/07/1999 (20),Back,"Defender, Right",182,right,DF,Athletic Bilbao,LaLiga,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,12.206077645517674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,400,2019,0,0,1,0
jon_sillero_295082,Jon Sillero,Back,Spain,1998-05-24,22,200000,€200k,https://www.transfermarkt.com/jon-sillero/profil/spieler/295082,player,24/05/1998 (22),Back,"Defender, Centre",177,right,DF,Athletic Bilbao,LaLiga,2019/20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,0,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,12.206077645517674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,484,2019,0,0,1,0
gaizka_larrazabal_439465,Gaizka Larrazabal,Back,Spain,1997-12-17,22,2000000,€2.00m,https://www.transfermarkt.com/gaizka-larrazabal/profil/spieler/439465,player,17/12/1997 (22),Back,"Defender, Right",181,right,DF,Athletic Bilbao,LaLiga,2019/20,0,0,0,7,35,6,42.86,2,28.57,2,0,64.52,13,38.24,261,3,6,4,10,0,0,0,2,1,0,0,0,0,11,0,40,1,3,21.43,1,20,0,0,0,0,3,1,2,0,0,1,\N,0,0,0,\N,849719,2825,Athletic Club,1,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,14.508658238524095,261,0,0,\N,1.0344827586206897,0.3448275862068966,0.3448275862068966,3.793103448275862,13.793103448275863,4.482758620689656,2.413793103448276,2.0689655172413794,0.6896551724137931,0.6896551724137931,0,0,0,0,0.15384615384615385,2.8999999999999995,484,2019,0,0,1,0
unai_nunez_338285,Unai Núñez,Back,Spain,1997-01-30,23,16000000,€16.00m,https://www.transfermarkt.com/unai-nunez/profil/spieler/338285,player,30/01/1997 (23),Back,"Defender, Centre",186,right,DF,Athletic Bilbao,LaLiga,2019/20,0,7,0,28,50.91,50,54.95,7,77.78,13,0,82.43,78,53.42,1575,10,17,2,20,0,0,0,19,3,0,0,0,0,40,0,596,3,0,0,79,51.97,23,70,10,1,8,3,1,0,0,0,\N,0,0,0,\N,892521,2825,Athletic Club,1,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,16.588099342704055,1575,0,0,\N,0.45714285714285713,0.17142857142857143,0.17142857142857143,2.2857142857142856,34.05714285714286,4.457142857142857,1.5999999999999999,2.857142857142857,0.39999999999999997,0.7428571428571429,1.3142857142857143,4,0,0,0.08974358974358974,17.5,529,2019,0,0,1,0
yeray_alvarez_255488,Yeray Álvarez,Back,Spain,1995-01-24,25,24000000,€24.00m,https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,player,24/01/1995 (25),Back,"Defender, Centre",182,right,DF,Athletic Bilbao,LaLiga,2019/20,0,2,0,76,66.67,110,61.11,14,82.35,36,0,78.34,186,63.27,2811,32,18,5,32,0,0,0,25,2,0,0,0,0,113,1,1150,5,3,25,116,40.42,62,133,13,1,12,2,2,0,0,1,\N,0,2,0,\N,807648,2825,Athletic Club,1,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,16.993564429978885,2811,0,0,\N,0.384204909284952,0.064034151547492,0.16008537886872998,3.6179295624332974,36.819637139807895,5.955176093916755,2.4332977588046956,3.5218783351120595,0.44823906083244397,1.152614727854856,1.9850586979722518,4.258271077908217,0,0,0.07526881720430108,31.233333333333338,625,2019,0,0,1,0
inigo_lekue_255501,Iñigo Lekue,Back,Spain,1993-05-04,27,1600000,€1.60m,https://www.transfermarkt.com/inigo-lekue/profil/spieler/255501,player,04/05/1993 (27),Back,"Defender, Right",180,right,DF,Athletic Bilbao,LaLiga,2019/20,0,0,0,37,43.53,8,40,13,33.33,22,1,76.5,45,42.86,622,2,13,9,14,0,0,0,11,2,0,0,0,0,41,1,153,8,9,23.08,8,40,3,10,3,0,3,0,2,0,0,1,\N,0,0,0,\N,801837,2825,Athletic Club,1,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,14.285514812209815,622,0,0.14469453376205788,\N,0.4340836012861736,0,1.157556270096463,5.932475884244373,22.138263665594856,6.511254019292604,5.353697749196141,1.157556270096463,1.8810289389067525,3.183279742765273,0.4340836012861736,1.4469453376205788,0,0.125,0.28888888888888886,6.911111111111111,729,2019,0,0,1,0
ander_capa_197545,Ander Capa,Back,Spain,1992-02-08,28,6000000,€6.00m,https://www.transfermarkt.com/ander-capa/profil/spieler/197545,player,08/02/1992 (28),Back,"Defender, Right",175,right,DF,Athletic Bilbao,LaLiga,2019/20,3,10,0,132,50.38,45,64.29,56,66.67,64,4,75.13,177,53.31,2875,15,46,22,35,0,0,0,28,4,0,0,0,0,248,6,861,23,17,17,36,30.25,28,52,35,1,16,7,6,18.75,0,6,\N,0,0,0,\N,267863,2825,Athletic Club,1,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,15.607270193858982,2875,0.09391304347826088,0.12521739130434784,\N,0.5008695652173913,0.2191304347826087,0.7200000000000001,7.763478260869566,26.95304347826087,5.540869565217392,4.132173913043479,1.4086956521739131,1.7530434782608697,2.0034782608695654,0.8765217391304349,1.6278260869565218,0.1875,0.17391304347826086,0.3163841807909605,31.944444444444443,784,2019,0,0,1,0
inigo_martinez_158863,Iñigo Martínez,Back,Spain,1991-05-17,29,25500000,€25.50m,https://www.transfermarkt.com/inigo-martinez/profil/spieler/158863,player,17/05/1991 (29),Back,"Defender, Centre",182,left,DF,Athletic Bilbao,LaLiga,2019/20,1,10,0,84,61.76,119,66.48,7,58.33,48,1,77.95,203,64.44,2970,36,30,4,33,0,0,0,27,5,0,0,0,0,176,1,1177,10,5,26.32,192,50.13,39,136,20,1,27,4,5,3.7,0,3,\N,0,0,0,\N,173883,2825,Athletic Club,1,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,17.05418904934434,2970,0.030303030303030304,0.030303030303030304,\N,0.8181818181818182,0.12121212121212122,0.30303030303030304,5.333333333333334,35.666666666666664,6.151515151515151,2.5454545454545454,3.606060606060606,0.21212121212121213,1.4545454545454546,1.1818181818181819,4.121212121212121,0.037037037037037035,0.1,0.034482758620689655,33,841,2019,0,0,1,0
yuri_berchiche_61812,Yuri Berchiche,Back,Spain,1990-02-10,30,16000000,€16.00m,https://www.transfermarkt.com/yuri-berchiche/profil/spieler/61812,player,10/02/1990 (30),Back,"Defender, Left",181,left,DF,Athletic Bilbao,LaLiga,2019/20,2,7,0,140,59.32,54,67.5,43,61.43,48,1,81.76,194,61.39,2851,49,32,22,33,0,0,0,26,3,0,0,0,0,273,3,1049,29,20,18.87,86,66.15,30,53,19,0,35,9,13,5.71,1,2,\N,0,1,0,\N,84531,2825,Athletic Club,1,data\processed\Clubs combined\spanish_la_liga_2019-20_with_sofa.csv,16.588099342704055,2851,0.06313574184496668,0.03156787092248334,\N,1.104875482286917,0.28411083830235007,0.9154682567520168,8.618028761837952,33.11469659768502,6.1241669589617675,4.419501929147668,1.7046650298141002,1.3574184496667836,1.5152578042792002,0.9470361276745001,1.6730971588916168,0.05714285714285714,0.034482758620689655,0.22164948453608246,31.67777777777778,900,2019,0,0,1,0
