player_id,name,position,nationality,dob,age,market_value_eur,market_value,dob_age,position_main,position_alt,height_cm,foot,position_group,club,league,season,market_value_log,age_group,is_young,is_veteran,value_per_age,height_zscore,sofa_goals,sofa_yellowCards,sofa_redCards,sofa_groundDuelsWon,sofa_groundDuelsWonPercentage,sofa_aerialDuelsWon,sofa_aerialDuelsWonPercentage,sofa_successfulDribbles,sofa_successfulDribblesPercentage,sofa_tackles,sofa_assists,sofa_accuratePassesPercentage,sofa_totalDuelsWon,sofa_totalDuelsWonPercentage,sofa_minutesPlayed,sofa_wasFouled,sofa_fouls,sofa_dispossessed,sofa_appearances,sofa_saves,sofa_savedShotsFromInsideTheBox,sofa_savedShotsFromOutsideTheBox,sofa_goalsConcededInsideTheBox,sofa_goalsConcededOutsideTheBox,sofa_highClaims,sofa_successfulRunsOut,sofa_punches,sofa_runsOut,sofa_accurateFinalThirdPasses,sofa_bigChancesCreated,sofa_accuratePasses,sofa_keyPasses,sofa_accurateCrosses,sofa_accurateCrossesPercentage,sofa_accurateLongBalls,sofa_accurateLongBallsPercentage,sofa_interceptions,sofa_clearances,sofa_dribbledPast,sofa_bigChancesMissed,sofa_totalShots,sofa_shotsOnTarget,sofa_blockedShots,sofa_goalConversionPercentage,sofa_hitWoodwork,sofa_offsides,sofa_expectedGoals,sofa_errorLeadToGoal,sofa_errorLeadToShot,sofa_passToAssist,sofa_player_id,sofa_team_id,sofa_team_name,sofa_matched,log_market_value,minutes,sofa_goals_per90,sofa_assists_per90,sofa_expectedGoals_per90,sofa_totalShots_per90,sofa_shotsOnTarget_per90,sofa_keyPasses_per90,sofa_accurateFinalThirdPasses_per90,sofa_accuratePasses_per90,sofa_totalDuelsWon_per90,sofa_groundDuelsWon_per90,sofa_aerialDuelsWon_per90,sofa_successfulDribbles_per90,sofa_tackles_per90,sofa_interceptions_per90,sofa_clearances_per90,shot_conversion,assist_to_keypass,shots_on_target_rate,age_sq,season_end_year,league_country,contract_transfermarkt_id,contract_name,contract_dob,contract_until,contract_until_year,contract_release_clause,contract_release_clause_eur,contract_agent_name,contract_loan_flag,contract_source_url,contract_source_type,contract_scrape_success,injury_transfermarkt_id,injury_name,injury_dob,injury_source_url,injury_scrape_success,injury_rows_parsed,injury_days_missed,injury_games_missed,injury_count,injury_major_injury_flag,transfer_transfermarkt_id,transfer_name,transfer_dob,transfer_source_url,transfer_source_type,transfer_scrape_success,transfer_rows_parsed,transfer_last_transfer_season,transfer_last_transfer_fee_text,transfer_last_transfer_fee_eur,transfer_last_transfer_is_loan,transfer_count_career_to_date,transfer_count_3y,transfer_loans_3y,transfer_free_moves_3y,transfer_paid_moves_3y,transfer_total_fees_3y_eur,transfer_avg_fee_3y_eur,transfer_max_fee_career_eur,nt_transfermarkt_id,nt_name,nt_dob,nt_senior_caps,nt_senior_goals,nt_youth_caps,nt_youth_goals,nt_total_caps,nt_total_goals,nt_is_full_international,nt_current_national_team,nt_caps_goals_raw,nt_source_url,nt_source_type,nt_scrape_success,nt_rows_parsed,clubctx_club_player_rows,clubctx_club_unique_players,clubctx_club_avg_age,clubctx_club_minutes_sum,clubctx_club_goals_sum,clubctx_club_assists_sum,clubctx_club_xg_sum,clubctx_club_shots_sum,clubctx_club_key_passes_sum,clubctx_club_tackles_sum,clubctx_club_interceptions_sum,clubctx_club_clearances_sum,clubctx_club_duels_won_sum,clubctx_club_weighted_pass_pct,clubctx_club_goals_per90,clubctx_club_assists_per90,clubctx_club_xg_per90,clubctx_club_shots_per90,clubctx_club_key_passes_per90,clubctx_club_def_actions_per90,clubctx_club_duels_won_per90,clubctx_club_strength_proxy,clubctx_club_strength_rank_proxy,clubctx_club_strength_z,clubctx_club_strength_top3_flag,clubctx_club_minutes_share_in_league,leaguectx_league_club_count,leaguectx_league_minutes_sum,leaguectx_league_avg_goals_per90,leaguectx_league_avg_xg_per90,leaguectx_league_avg_def_actions_per90,leaguectx_league_strength_index,leaguectx_league_strength_spread,leaguectx_league_avg_club_pass_pct,leaguectx_league_player_rows,leaguectx_league_unique_players,leaguectx_league_avg_age,leaguectx_league_competitiveness_index,contract_years_left,injury_days_per_1000_min,is_forward,is_midfielder,is_defender,is_goalkeeper,club_minutes,club_sofa_goals,club_sofa_assists,club_sofa_expectedGoals,club_sofa_totalShots,player_goal_share,player_assist_share,prev_log_market_value,delta_log_market_value,prev_minutes,delta_minutes,prev_sofa_goals_per90,delta_sofa_goals_per90,prev_sofa_assists_per90,delta_sofa_assists_per90,prev_sofa_expectedGoals_per90,delta_sofa_expectedGoals_per90,uefa_coeff_5yr_total,uefa_coeff_rank,ranking_year,uefa_coeff_points,expected_value_eur,value_diff,value_abs_error,model_position,value_band_true,value_band_pred,band_model_used,low_value_model_used,value_segment,prior_mae_eur,prior_medae_eur,prior_p75ae_eur,prior_qae_eur,n_samples,prior_interval_q,fair_value_eur,expected_value_low_eur,expected_value_high_eur,value_gap_eur,value_gap_conservative_eur,undervaluation_confidence,undervalued_flag,undervaluation_score,interval_contains_truth,minutes_used,position_used,scout_score
dani_rodriguez_834470,Dani Rodríguez,Right Winger,Spain,2005-08-09,19.0,200000.0,€200k,09/08/2005 (19),Right Winger,Attack,170.0,left,FW,FC Barcelona,LaLiga,2024/25,,,,,,,4.0,5.0,0.0,104.0,46.64,28.0,43.08,16.0,53.33,49.0,7.0,77.66,132.0,45.83,2175.0,40.0,51.0,46.0,37.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,0.0,167.0,7.0,459.0,33.0,35.0,30.17,21.0,48.84,12.0,25.0,13.0,1.0,31.0,10.0,9.0,12.9,0.0,8.0,2.76,0.0,0.0,0.0,349526.0,2826.0,Mallorca,1,12.206077645517674,2175.0,0.1655172413793103,0.2896551724137931,0.1142068965517241,1.282758620689655,0.4137931034482758,1.3655172413793104,6.910344827586207,18.99310344827586,5.462068965517242,4.303448275862069,1.1586206896551725,0.6620689655172414,2.027586206896552,0.496551724137931,1.0344827586206895,0.1290322580645161,0.2121212121212121,0.3225806451612903,361.0,2024.0,Spain,dani_rodriguez_834470,Dani Rodríguez,2005-08-09,30/06/2027,2027.0,,,Gol International,0.0,https://www.transfermarkt.com/dani-rodriguez/profil/spieler/834470,cache,1.0,dani_rodriguez_834470,Dani Rodríguez,2005-08-09,https://www.transfermarkt.com/dani-rodriguez/verletzungen/spieler/834470,1.0,8.0,602.0,56.0,4.0,1.0,dani_rodriguez_834470,Dani Rodríguez,2005-08-09,https://www.transfermarkt.com/dani-rodriguez/transfers/spieler/834470,fetched,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,dani_rodriguez_834470,Dani Rodríguez,2005-08-09,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Caps/Goals: 1 / 0,https://www.transfermarkt.com/dani-rodriguez/profil/spieler/834470,cache_profile,1.0,0.0,39.0,39.0,22.7948717948718,38777.0,102.0,78.0,95.12,696.0,523.0,557.0,229.0,578.0,1884.0,86.16646568842356,0.2367382726874178,0.181035149702143,0.2207700440983057,1.6153905665729684,1.2138638883874462,3.165794156329784,4.37269515434407,0.4753147484333497,1.0,2.255754190094601,1.0,0.0543200226374285,20.0,713862.0,0.1164817100309999,0.1189754562246035,4.25164051371346,0.3927392945484033,0.0366065833979381,79.80378773798853,767.0,767.0,25.15514993481095,0.9646861364916826,3.0,276.7816091954023,1,0,0,0,38777.0,102.0,78.0,95.12,696.0,0.0392156862745098,0.0897435897435897,,,2115.0,60.0,0.1276595744680851,0.0378576669112252,0.2553191489361702,0.0343360234776229,0.102127659574468,0.012079236977256,94.453,3.0,2025.0,23.892,22792240.99188528,-22592240.99188528,22592240.99188528,FW,under_5m,over_20m,1,0,under_5m,956455.951892994,626459.3116454232,1273350.0312265544,1445704.784036915,582,0.8,22792240.99188528,21346536.207848366,24237945.7759222,22592240.99188528,21146536.207848366,15.627146870746197,1,79.01057081199487,0,2175.0,FW,79.01057081199487
sebastiano_esposito_538918,Sebastiano Esposito,Second Striker,Italy,2002-07-02,22.0,8500000.0,€8.50m,02/07/2002 (22),Second Striker,Attack,183.0,right,FW,Inter Milan,Serie A,2024/25,,,,,,,8.0,1.0,0.0,141.0,50.18,27.0,32.53,29.0,48.33,57.0,0.0,63.84,168.0,46.15,2341.0,56.0,47.0,50.0,33.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,191.0,3.0,429.0,36.0,9.0,16.36,29.0,43.94,12.0,9.0,17.0,1.0,61.0,21.0,22.0,13.11,1.0,10.0,5.69,0.0,0.0,0.0,965008.0,2705.0,Empoli,1,15.955576839107596,2341.0,0.307560871422469,0.0,0.2187526697992311,2.345151644596326,0.8073472874839812,1.3840239214011103,7.343015805211448,16.4929517300299,6.45877829987185,5.420760358821016,1.038017941050833,1.1149081589064502,2.191371208885092,0.4613413071337035,0.3460059803502776,0.1311475409836065,0.0,0.3442622950819672,484.0,2024.0,Italy,sebastiano_esposito_538918,Sebastiano Esposito,2002-07-02,30/06/2026,2026.0,,,M.A.R.A.T. Football ...,1.0,https://www.transfermarkt.com/sebastiano-esposito/profil/spieler/538918,cache,1.0,sebastiano_esposito_538918,Sebastiano Esposito,2002-07-02,https://www.transfermarkt.com/sebastiano-esposito/verletzungen/spieler/538918,1.0,15.0,40.0,10.0,3.0,0.0,sebastiano_esposito_538918,Sebastiano Esposito,2002-07-02,https://www.transfermarkt.com/sebastiano-esposito/transfers/spieler/538918,fetched,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,sebastiano_esposito_538918,Sebastiano Esposito,2002-07-02,13.0,1.0,0.0,0.0,13.0,1.0,1.0,,Caps/Goals: 13 / 1,https://www.transfermarkt.com/sebastiano-esposito/profil/spieler/538918,cache_profile,1.0,0.0,46.0,46.0,25.02173913043478,41080.0,84.0,57.0,74.65,641.0,489.0,581.0,251.0,662.0,1903.0,84.81609883154819,0.184031158714703,0.1248782862706913,0.1635467380720545,1.4043330087633883,1.0713242453748784,3.2731256085686464,4.169182083739046,0.4200456426484907,2.0,1.6085400939307626,1.0,0.0567525599438553,20.0,723844.0,0.1105631374393563,0.1105409847342979,3.994543958195087,0.3771338281598502,0.0266774913790166,81.04287007861936,811.0,811.0,24.96424167694205,0.9740157044417288,2.0,17.086715079026057,1,0,0,0,41080.0,84.0,57.0,74.65,641.0,0.0952380952380952,0.0,15.068273812173889,0.8873030269337097,536.0,1805.0,0.167910447761194,0.1396504236612749,0.0,0.0,,,97.231,2.0,2025.0,21.875,28867290.808276683,-20367290.808276683,20367290.808276683,FW,5m_to_20m,over_20m,1,0,5m_to_20m,3724479.2479344136,2891976.3713180423,5307209.504858168,6108996.005019922,271,0.8,28867290.808276683,22758294.80325676,34976286.8132966,20367290.808276683,14258294.80325676,3.3339833241894983,1,28.750706547129397,0,2341.0,FW,28.750706547129397
david_lopez_947431,David López,Back,Spain,2003-02-03,22.0,500000.0,€500k,03/02/2003 (22),Back,"Defender, Centre",195.0,right,DF,RCD Mallorca,LaLiga,2024/25,,,,,,,1.0,4.0,0.0,51.0,60.0,32.0,52.46,6.0,75.0,32.0,1.0,92.35,83.0,56.85,2429.0,15.0,12.0,7.0,29.0,0.0,0.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,186.0,1.0,1871.0,4.0,0.0,0.0,85.0,51.52,14.0,110.0,13.0,1.0,12.0,3.0,4.0,8.33,0.0,1.0,0.87,1.0,1.0,0.0,135116.0,24264.0,Girona FC,1,13.122365377402328,2429.0,0.0370522848909016,0.0370522848909016,0.0322354878550844,0.4446274186908193,0.1111568546727048,0.1482091395636064,6.891724989707699,69.32482503087691,3.075339645944833,1.889666529435982,1.1856731165088514,0.2223137093454096,1.1856731165088514,0.5187319884726225,4.0757513379991765,0.0833333333333333,0.25,0.25,484.0,2024.0,Spain,david_lopez_947431,David López,2003-02-03,30/06/2027,2027.0,,,LIAN Sports Group,0.0,https://www.transfermarkt.com/david-lopez/profil/spieler/947431,cache,1.0,david_lopez_947431,David López,2003-02-03,https://www.transfermarkt.com/david-lopez/verletzungen/spieler/947431,1.0,0.0,0.0,0.0,0.0,0.0,david_lopez_947431,David López,2003-02-03,https://www.transfermarkt.com/david-lopez/transfers/spieler/947431,fetched,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,david_lopez_947431,David López,2003-02-03,,,,,,,0.0,,,https://www.transfermarkt.com/david-lopez/profil/spieler/947431,cache_profile,1.0,0.0,31.0,31.0,27.096774193548388,39935.0,35.0,25.0,39.73,399.0,290.0,614.0,341.0,1204.0,2020.0,79.23209014648803,0.0788781770376862,0.0563415550269187,0.0895379992487792,0.8992112182296231,0.6535620383122575,4.865656692124703,4.552397646175034,0.3794164266933767,12.0,-0.3639473181694697,0.0,0.0559421849040851,20.0,713862.0,0.1164817100309999,0.1189754562246035,4.25164051371346,0.3927392945484033,0.0366065833979381,79.80378773798853,767.0,767.0,25.15514993481095,0.9646861364916826,3.0,0.0,0,0,1,0,39935.0,35.0,25.0,39.73,399.0,0.0285714285714285,0.04,11.51293546492023,1.6094299124820992,1975.0,454.0,0.1367088607594936,-0.099656575868592,0.0,0.0370522848909016,0.0947848101265822,-0.0625493222714978,94.453,3.0,2025.0,23.892,10004812.860138835,-9504812.860138835,9504812.860138835,DF,under_5m,over_20m,1,0,under_5m,775278.6666963802,404043.1158512505,907945.7953367238,1107508.471305977,920,0.8,10004812.860138835,8897304.38883286,11112321.331444817,9504812.860138835,8397304.38883286,8.58215815625386,1,26.093501595245765,0,2429.0,DF,26.093501595245765
marten_chris_paalberg_1044395,Marten-Chris Paalberg,Forward,Estonia,2008-10-08,17.0,150000.0,€150k,08/10/2008 (17),Forward,"Attack, Centre",188.0,both,FW,Pärnu JK Vaprus,Estonian Meistriliiga,2024/25,,,,,,,15.0,2.0,0.0,,,18.0,22.78,13.0,61.9,,2.0,74.4,67.0,24.28,1751.0,7.0,8.0,,22.0,0.0,,,,,,,,,19.0,,218.0,9.0,1.0,11.11,6.0,85.71,,12.0,6.0,,46.0,25.0,1.0,32.61,,5.0,,,11.0,0.0,1802480.0,247090.0,Pärnu JK Vaprus,1,11.918397239722838,1751.0,0.7709880068532268,0.1027984009137635,,2.364363221016562,1.2849800114220444,0.462592804111936,0.9765848086807538,11.205025699600228,3.443746430611079,,0.925185608223872,0.6681896059394632,,,0.6167904054825813,0.3260869565217391,0.2222222222222222,0.5434782608695652,289.0,2025.0,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,34636.0,51.0,22.0,,370.0,0.2941176470588235,0.0909090909090909,,,,,,,,,,,7.957,45.0,2025.0,1.625,9761929.313424254,-9611929.313424254,9611929.313424254,FW,under_5m,over_20m,1,0,under_5m,956455.951892994,626459.3116454232,1273350.0312265544,1445704.784036915,582,0.8,9761929.313424254,8316224.529387339,11207634.09746117,9611929.313424254,8166224.529387339,6.648611403625832,1,17.778310410381884,0,1751.0,FW,17.778310410381884
nikola_stulic_595650,Nikola Stulic,Forward,Serbia,2001-09-08,23.0,4000000.0,€4.00m,08/09/2001 (23),Forward,"Attack, Centre",188.0,right,FW,Royal Charleroi SC,Belgian Pro League,2024/25,,,,,,,16.0,3.0,0.0,58.0,48.74,74.0,37.19,0.0,0.0,30.0,2.0,75.55,132.0,41.51,2380.0,29.0,29.0,23.0,29.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,140.0,2.0,380.0,27.0,1.0,20.0,5.0,62.5,10.0,25.0,7.0,17.0,81.0,32.0,16.0,19.75,4.0,16.0,16.39,0.0,0.0,0.0,1029748.0,2898.0,RC Sporting Charleroi,1,15.201805169084134,2380.0,0.6050420168067226,0.0756302521008403,0.6197899159663866,3.0630252100840334,1.2100840336134453,1.0210084033613445,5.294117647058823,14.369747899159664,4.991596638655462,2.193277310924369,2.7983193277310923,0.0,1.134453781512605,0.3781512605042016,0.9453781512605042,0.1975308641975308,0.074074074074074,0.3950617283950617,529.0,2024.0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,35757.0,53.0,33.0,66.55,558.0,0.3018867924528302,0.0606060606060606,13.21767537538882,1.984129793695315,472.0,1908.0,0.1906779661016949,0.4143640507050277,0.0,0.0756302521008403,0.3775423728813559,0.2422475430850306,56.85,8.0,2025.0,15.65,12057659.95431544,-8057659.954315439,8057659.954315439,FW,under_5m,over_20m,1,0,under_5m,956455.951892994,626459.3116454232,1273350.0312265544,1445704.784036915,582,0.8,12057659.95431544,10611955.170278523,13503364.738352356,8057659.954315439,6611955.170278523,5.573516836414987,1,17.119623696233035,0,2380.0,FW,17.119623696233035
erko_tougjas_488280,Erko Tougjas,Back,Estonia,2003-07-05,22.0,250000.0,€250k,05/07/2003 (22),Back,"Defender, Centre",192.0,left,DF,FC Flora Tallinn,Estonian Meistriliiga,2024/25,,,,,,,7.0,5.0,0.0,,,57.0,50.89,7.0,63.64,,0.0,84.52,154.0,39.09,2790.0,7.0,26.0,,31.0,0.0,,,,,,,,,197.0,,1529.0,7.0,1.0,9.09,176.0,50.14,,123.0,58.0,,14.0,7.0,29.0,50.0,,2.0,,,22.0,1.0,1030649.0,3346.0,Flora Tallinn,1,12.429220196836384,2790.0,0.2258064516129032,0.0,,0.4516129032258064,0.2258064516129032,0.2258064516129032,6.354838709677419,49.32258064516129,4.967741935483871,,1.8387096774193548,0.2258064516129032,,,3.967741935483871,0.5,0.0,0.5,484.0,2025.0,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,33367.0,74.0,47.0,,451.0,0.0945945945945946,0.0,,,,,,,,,,,7.957,45.0,2025.0,1.625,6677031.3105056,-6427031.3105056,6427031.3105056,DF,under_5m,5m_to_20m,1,1,under_5m,775278.6666963802,404043.1158512505,907945.7953367238,1107508.471305977,920,0.8,6677031.3105056,5569522.839199622,7784539.781811577,6427031.3105056,5319522.839199622,5.803144153765998,1,14.024412414844267,0,2790.0,DF,14.024412414844267
ilaix_moriba_617074,Ilaix Moriba,Central Midfield,Guinea,2003-01-19,22.0,6000000.0,€6.00m,19/01/2003 (22),Central Midfield,Midfield,185.0,right,MF,Celta de Vigo,LaLiga,2024/25,,,,,,,1.0,7.0,1.0,137.0,57.32,28.0,52.83,15.0,41.67,68.0,1.0,86.29,165.0,56.51,2137.0,58.0,32.0,25.0,33.0,0.0,0.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,268.0,4.0,837.0,21.0,2.0,33.33,45.0,66.18,14.0,28.0,25.0,2.0,34.0,12.0,8.0,2.94,1.0,2.0,1.72,0.0,1.0,0.0,962890.0,2821.0,Celta Vigo,1,15.607270193858982,2137.0,0.0421151146467009,0.0421151146467009,0.0724379971923256,1.4319138979878332,0.5053813757604118,0.8844174075807205,11.286850725315862,35.25035095928872,6.948993916705661,5.769770706598035,1.1792232101076274,0.6317267197005147,2.8638277959756664,0.5896116050538137,1.1792232101076274,0.0294117647058823,0.0476190476190476,0.3529411764705882,484.0,2024.0,Spain,ilaix_moriba_617074,Ilaix Moriba,2003-01-19,30/06/2029,2029.0,,,AS1,0.0,https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074,cache,1.0,ilaix_moriba_617074,Ilaix Moriba,2003-01-19,https://www.transfermarkt.com/ilaix-moriba/verletzungen/spieler/617074,1.0,9.0,0.0,0.0,0.0,0.0,ilaix_moriba_617074,Ilaix Moriba,2003-01-19,https://www.transfermarkt.com/ilaix-moriba/transfers/spieler/617074,fetched,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,ilaix_moriba_617074,Ilaix Moriba,2003-01-19,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Guinea U23,Caps/Goals: 1 / 1,https://www.transfermarkt.com/ilaix-moriba/profil/spieler/617074,cache_profile,1.0,0.0,34.0,34.0,25.823529411764707,37308.0,57.0,40.0,54.510000000000005,448.0,339.0,551.0,281.0,769.0,1612.0,83.05487026911118,0.1375040205853972,0.096494049533612,0.1314972660019298,1.0807333547764555,0.8177870697973625,3.862174332582824,3.888710196204567,0.3896634770022515,9.0,-0.0840236170831794,0.0,0.0522622019381897,20.0,713862.0,0.1164817100309999,0.1189754562246035,4.25164051371346,0.3927392945484033,0.0366065833979381,79.80378773798853,767.0,767.0,25.15514993481095,0.9646861364916826,5.0,0.0,0,1,0,0,37308.0,57.0,40.0,54.510000000000005,448.0,0.0175438596491228,0.025,14.914123179965662,0.69314701389332,,,,,,,,,94.453,3.0,2025.0,23.892,20193147.720433816,-14193147.720433816,14193147.720433816,MF,5m_to_20m,over_20m,1,0,5m_to_20m,3868035.136033071,2986546.169895347,5226017.919281311,5978201.038996278,303,0.8,20193147.720433816,14214946.681437535,26171348.759430096,14193147.720433816,8214946.681437537,2.37415028833102,1,13.0471087867387,0,2137.0,MF,13.0471087867387
ringo_meerveld_577455,Ringo Meerveld,Attacking Midfield,Netherlands,2002-12-21,22.0,3000000.0,€3.00m,21/12/2002 (22),Attacking Midfield,Midfield,177.0,right,MF,Willem II Tilburg,Eredivisie,2024/25,,,,,,,4.0,2.0,0.0,145.0,58.0,6.0,42.86,69.0,64.49,22.0,2.0,88.94,151.0,57.2,2906.0,54.0,10.0,43.0,33.0,0.0,0.0,0.0,43.0,11.0,0.0,0.0,0.0,0.0,359.0,4.0,1061.0,32.0,6.0,18.18,59.0,67.82,13.0,28.0,15.0,3.0,31.0,12.0,16.0,12.9,0.0,0.0,2.28,0.0,1.0,0.0,992018.0,2961.0,Willem II Tilburg,1,14.914123179965662,2906.0,0.1238816242257398,0.0619408121128699,0.0706125258086717,0.960082587749484,0.3716448726772196,0.9910529938059188,11.118375774260151,32.85960082587749,4.67653131452168,4.49070887818307,0.1858224363386098,2.1369580178940124,0.6813489332415692,0.4026152787336545,0.8671713695801789,0.1290322580645161,0.0625,0.3870967741935484,484.0,2024.0,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,28506.0,29.0,16.0,25.33,285.0,0.1379310344827586,0.125,,,,,,,,,,,67.15,6.0,2025.0,15.25,9943791.605188414,-6943791.605188414,6943791.605188414,MF,under_5m,over_20m,1,0,under_5m,991916.0452790584,527008.1047834959,1273648.4217500184,1518465.8243518667,659,0.8,9943791.605188414,8425325.780836549,11462257.42954028,6943791.605188414,5425325.780836549,4.572899497525579,1,12.815345281304133,0,2906.0,MF,12.815345281304133
zini_718115,Zini,Forward,Angola,2002-07-03,22.0,1000000.0,€1.00m,03/07/2002 (22),Forward,"Attack, Centre",181.0,right,FW,APO Levadiakos,Greek Super League,2024/25,,,,,,,14.0,7.0,0.0,93.0,43.87,44.0,44.44,41.0,53.95,20.0,2.0,76.85,137.0,44.05,2204.0,32.0,31.0,45.0,29.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,160.0,4.0,405.0,17.0,0.0,0.0,14.0,60.87,10.0,14.0,10.0,9.0,69.0,27.0,11.0,20.29,4.0,4.0,,0.0,0.0,0.0,1002334.0,5063.0,APO Levadiakos,1,13.815511557963774,2204.0,0.5716878402903811,0.0816696914700544,,2.8176043557168784,1.102540834845735,0.6941923774954628,6.533575317604355,16.538112522686024,5.59437386569873,3.797640653357532,1.7967332123411976,1.6742286751361162,0.8166969147005444,0.4083484573502722,0.5716878402903811,0.2028985507246377,0.1176470588235294,0.391304347826087,484.0,2024.0,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,33330.0,45.0,31.0,,378.0,0.3111111111111111,0.064516129032258,12.899222326086994,0.91628923187678,239.0,1965.0,0.0,0.5716878402903811,0.0,0.0816696914700544,,,39.312,12.0,2025.0,12.687,7836085.329687766,-6836085.329687766,6836085.329687766,FW,under_5m,over_20m,1,0,under_5m,956455.951892994,626459.3116454232,1273350.0312265544,1445704.784036915,582,0.8,7836085.329687766,6390380.545650851,9281790.11372468,6836085.329687766,5390380.545650851,4.728548598005616,1,12.67248087699778,0,2204.0,FW,12.67248087699778
tuur_rommens_707621,Tuur Rommens,Back,Belgium,2003-03-26,22.0,4000000.0,€4.00m,26/03/2003 (22),Back,"Defender, Left",185.0,left,DF,KVC Westerlo,Belgian Pro League,2024/25,,,,,,,0.0,9.0,0.0,148.0,58.5,91.0,55.83,36.0,62.07,72.0,3.0,74.13,239.0,57.45,3291.0,40.0,31.0,25.0,38.0,0.0,0.0,0.0,52.0,7.0,0.0,0.0,0.0,0.0,409.0,2.0,1132.0,36.0,20.0,23.26,63.0,35.59,62.0,124.0,28.0,3.0,36.0,11.0,8.0,0.0,2.0,3.0,2.51,2.0,1.0,1.0,1130011.0,2893.0,KVC Westerlo,1,15.201805169084134,3291.0,0.0,0.0820419325432999,0.0686417502278942,0.984503190519599,0.300820419325433,0.984503190519599,11.185050136736557,30.957155879671834,6.536007292616226,4.047402005469462,2.488605287146764,0.984503190519599,1.969006381039198,1.6955332725615315,3.391066545123063,0.0,0.0833333333333333,0.3055555555555556,484.0,2024.0,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,38852.0,67.0,44.0,70.99,623.0,0.0,0.0681818181818181,13.997832948091215,1.2039722209929185,1601.0,1690.0,0.0562148657089319,-0.0562148657089319,0.2810743285446596,-0.1990323960013596,0.051155527795128,0.0174862224327662,56.85,8.0,2025.0,15.65,9693476.020937951,-5693476.020937953,5693476.020937953,DF,under_5m,5m_to_20m,1,1,under_5m,775278.6666963802,404043.1158512505,907945.7953367238,1107508.471305977,920,0.8,9693476.020937951,8585967.549631976,10800984.49224393,5693476.020937953,4585967.549631976,5.140796814153656,1,11.444568407098,0,3291.0,DF,11.444568407098
